date,store_id,area,is_urban,income_level,store_size,storage_capacity,product_id,category,subcategory,base_price,margin,discount,is_promotional_period,credit_limit,customer_footfall,stock,seasonal_factor,festival_boost,actual_demand,daily_revenue,stock_days_remaining,competitor_price
2024-03-28 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1352,Home Essentials,Kitchen,97.62,19.18,12,False,82500,104,363,1.2,1.1,23,2200.37,14,100.12
2024-03-28 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0637,Fresh Produce,Vegetables,42.32,18.4,8,False,50000,92,343,1.2,1.1,32,1164.64,26,42.82
2024-03-28 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0250,Fresh Produce,Fruits,41.56,15.26,0,False,90000,117,607,1.2,1.1,32,1303.24,10,39.72
2024-03-28 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0531,Home Essentials,Cleaning,200.2,17.74,8,False,50000,83,264,1.2,1.1,15,2642.64,22,204.84
2024-03-28 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1647,Groceries,Beverages,48.17,8.86,11,False,50000,80,425,1.2,1.1,21,859.86,12,46.24
2024-03-29 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1328,Groceries,Beverages,32.97,10.83,15,False,82500,109,178,1.2,1.1,24,791.29,29,31.87
2024-03-29 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0697,Personal Care,Hygiene,231.05,19.99,5,True,50000,94,200,1.2,1.1,11,2490.69,24,227.29
2024-03-29 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1535,Home Essentials,Storage,50.28,18.32,4,False,82500,106,274,1.2,1.1,19,888.42,30,52.14
2024-03-29 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1363,Personal Care,Cosmetics,91.16,16.72,7,False,82500,114,304,1.2,1.1,21,1780.3,24,87.02
2024-03-29 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1777,Fresh Produce,Dairy,139.99,17.16,14,False,50000,77,414,1.2,1.1,37,4972.27,11,137.46
2024-03-29 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0266,Home Essentials,Storage,158.91,16.36,8,True,90000,118,511,1.2,1.1,25,3615.09,19,161.89
2024-03-29 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1838,Personal Care,Hygiene,229.86,18.12,6,False,50000,77,275,1.2,1.1,17,3712.21,28,222.74
2024-03-30 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0930,Personal Care,Healthcare,289.06,24.36,3,False,40000,60,89,1.2,1.1,11,2861.69,26,282.48
2024-03-30 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1481,Personal Care,Hygiene,51.62,20.16,15,True,82500,117,310,1.2,1.1,18,799.0,8,50.04
2024-03-30 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1446,Groceries,Staples,147.58,8.81,14,False,82500,83,317,1.2,1.1,20,2626.88,28,143.33
2024-03-30 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1351,Fresh Produce,Vegetables,105.86,12.72,8,True,82500,112,399,1.2,1.1,42,4446.07,25,103.93
2024-03-30 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P1006,Fresh Produce,Dairy,54.73,18.87,7,False,40000,66,440,1.2,1.1,31,1696.78,9,53.96
2024-03-31 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1690,Home Essentials,Cleaning,218.59,17.73,12,False,50000,82,309,1.2,1.1,24,5036.26,29,228.71
2024-03-31 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0869,Fresh Produce,Fruits,36.06,18.71,0,False,40000,58,366,1.2,1.1,24,830.88,18,37.16
2024-03-31 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0630,Personal Care,Hygiene,283.83,19.49,2,False,50000,75,148,1.2,1.1,8,1952.76,28,272.0
2024-04-01 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0612,Personal Care,Hygiene,210.31,16.6,3,False,50000,90,258,1.173,1.0,13,2624.64,8,209.12
2024-04-01 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1829,Personal Care,Healthcare,262.64,20.59,0,False,50000,67,239,1.173,1.0,15,3781.99,30,275.37
2024-04-01 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1948,Home Essentials,Storage,156.24,10.8,14,False,50000,90,90,1.173,1.0,10,1421.75,20,155.15
2024-04-01 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0036,Home Essentials,Cleaning,194.86,19.72,8,False,90000,79,411,1.173,1.0,21,3642.0,28,203.83
2024-04-02 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1694,Groceries,Staples,69.87,10.41,9,False,50000,97,134,1.173,1.0,14,841.26,22,67.25
2024-04-02 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0820,Personal Care,Cosmetics,123.63,17.31,1,False,40000,48,196,1.173,1.0,14,1609.66,23,118.72
2024-04-02 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0942,Personal Care,Hygiene,119.58,18.36,12,False,40000,66,41,1.173,1.0,5,508.2,17,124.82
2024-04-02 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1943,Groceries,Beverages,31.19,8.71,0,True,50000,90,283,1.173,1.0,17,493.17,10,31.66
2024-04-02 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0611,Home Essentials,Kitchen,177.18,13.87,8,False,50000,84,227,1.173,1.0,13,2049.97,30,183.62
2024-04-02 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0676,Fresh Produce,Fruits,95.42,19.21,4,False,50000,73,718,1.173,1.0,37,3530.53,14,99.14
2024-04-02 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1226,Fresh Produce,Vegetables,88.12,15.57,9,False,82500,91,390,1.173,1.0,20,1656.62,27,85.93
2024-04-03 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1279,Home Essentials,Kitchen,204.43,19.89,5,True,82500,73,208,1.173,1.0,24,4857.18,17,197.25
2024-04-03 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0143,Personal Care,Hygiene,185.61,16.34,10,False,90000,110,279,1.173,1.0,15,2728.42,19,183.65
2024-04-03 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1220,Personal Care,Cosmetics,236.26,23.97,2,True,82500,79,274,1.173,1.0,18,4252.69,24,226.96
2024-04-03 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P1035,Home Essentials,Storage,222.9,10.52,12,False,40000,68,95,1.173,1.0,9,1805.47,17,223.7
2024-04-03 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0828,Groceries,Beverages,40.89,10.08,15,False,40000,65,133,1.173,1.0,10,396.62,21,42.21
2024-04-03 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0780,Personal Care,Cosmetics,53.02,20.53,1,False,50000,67,132,1.173,1.0,10,514.31,12,52.55
2024-04-03 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0798,Fresh Produce,Fruits,136.19,18.73,11,False,50000,64,289,1.173,1.0,32,3748.06,28,132.09
2024-04-03 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0748,Groceries,Snacks,89.44,9.55,7,False,50000,75,190,1.173,1.0,20,1663.66,26,91.44
2024-04-03 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P1057,Fresh Produce,Dairy,85.52,12.45,9,True,40000,61,271,1.173,1.0,28,2131.1,13,89.1
2024-04-03 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1397,Home Essentials,Kitchen,136.2,10.64,8,True,82500,72,144,1.173,1.0,10,1280.27,18,140.28
2024-04-04 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P1102,Home Essentials,Kitchen,169.7,18.89,3,False,40000,63,193,1.173,1.0,12,1934.62,7,175.58
2024-04-04 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P1135,Home Essentials,Kitchen,180.96,11.86,11,False,40000,55,131,1.173,1.0,16,2779.56,9,174.13
2024-04-04 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1519,Groceries,Staples,48.5,11.8,0,True,82500,87,543,1.173,1.0,33,1584.41,9,50.54
2024-04-05 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1345,Home Essentials,Kitchen,113.72,11.76,1,False,82500,77,169,1.173,1.0,17,1913.95,11,112.45
2024-04-05 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0157,Fresh Produce,Vegetables,65.86,16.12,0,False,90000,104,534,1.173,1.0,43,2492.22,29,68.69
2024-04-06 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0392,Personal Care,Hygiene,91.78,20.66,6,False,90000,103,96,1.173,1.0,7,591.03,25,90.0
2024-04-06 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0342,Groceries,Beverages,57.36,9.27,5,False,90000,98,421,1.173,1.0,32,1762.2,11,56.43
2024-04-06 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P1014,Groceries,Beverages,84.07,8.43,6,False,40000,54,196,1.173,1.0,20,1479.64,7,86.0
2024-04-06 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0344,Personal Care,Healthcare,126.99,18.42,14,False,90000,103,173,1.173,1.0,10,1231.84,9,130.72
2024-04-06 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P1152,Personal Care,Hygiene,242.2,15.86,5,False,40000,47,73,1.173,1.0,6,1380.52,23,243.96
2024-04-06 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1395,Fresh Produce,Dairy,61.96,15.28,15,False,82500,103,213,1.173,1.0,22,1294.98,11,61.57
2024-04-06 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0495,Groceries,Beverages,97.76,9.97,5,False,50000,75,295,1.173,1.0,28,2682.58,16,100.95
2024-04-06 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1508,Fresh Produce,Vegetables,48.37,19.6,5,False,82500,77,241,1.173,1.0,34,1512.93,27,47.64
2024-04-06 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1516,Groceries,Snacks,21.63,13.75,3,False,82500,95,355,1.173,1.0,21,395.12,16,21.61
2024-04-07 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P1172,Home Essentials,Storage,99.47,19.32,11,False,40000,47,237,1.173,1.0,15,1298.07,19,103.44
2024-04-07 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1202,Groceries,Beverages,109.98,14.68,10,False,82500,103,540,1.173,1.0,26,2516.3,19,113.59
2024-04-07 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1246,Groceries,Beverages,128.33,12.23,3,False,82500,90,332,1.173,1.0,21,2640.94,20,132.84
2024-04-07 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0171,Personal Care,Hygiene,286.31,21.83,6,False,90000,104,98,1.173,1.0,7,1903.98,27,281.83
2024-04-07 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1893,Personal Care,Cosmetics,238.6,19.3,8,True,50000,82,129,1.173,1.0,11,2335.89,18,246.91
2024-04-07 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1265,Personal Care,Cosmetics,88.27,22.03,14,False,82500,85,165,1.173,1.0,13,1113.09,23,84.64
2024-04-07 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0428,Home Essentials,Cleaning,247.97,17.17,13,False,50000,71,77,1.173,1.0,10,2231.71,10,248.76
2024-04-07 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1929,Home Essentials,Cleaning,229.64,16.69,0,True,50000,89,421,1.173,1.0,22,4445.78,30,239.63
2024-04-07 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1904,Personal Care,Hygiene,247.82,24.73,15,False,50000,69,78,1.173,1.0,8,1804.13,15,247.37
2024-04-07 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1297,Personal Care,Cosmetics,164.8,23.92,13,False,82500,86,223,1.173,1.0,15,2224.86,26,157.97
2024-04-08 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0395,Groceries,Snacks,27.13,10.69,4,True,90000,102,306,1.173,1.0,22,561.04,13,26.81
2024-04-08 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1621,Fresh Produce,Fruits,125.12,14.35,8,True,50000,90,500,1.173,1.0,31,3374.55,11,128.82
2024-04-08 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P1130,Home Essentials,Cleaning,81.02,10.86,13,True,40000,56,354,1.173,1.0,17,1322.28,7,77.86
2024-04-08 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0889,Home Essentials,Storage,205.6,17.3,4,False,40000,58,115,1.173,1.0,7,1237.73,9,196.39
2024-04-08 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1665,Groceries,Snacks,175.2,11.5,7,False,50000,89,589,1.173,1.0,34,5420.74,16,176.72
2024-04-08 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0571,Personal Care,Hygiene,232.52,16.78,0,True,50000,73,306,1.173,1.0,15,2999.53,26,226.52
2024-04-08 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0500,Personal Care,Healthcare,228.94,22.11,14,False,50000,80,85,1.173,1.0,10,2243.63,26,223.08
2024-04-09 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0179,Fresh Produce,Fruits,40.66,15.93,11,False,90000,77,214,1.173,1.0,24,927.05,12,39.12
2024-04-09 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0148,Groceries,Staples,180.53,9.86,8,False,90000,87,393,1.173,1.0,40,7076.69,13,181.05
2024-04-09 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1295,Personal Care,Hygiene,111.15,15.42,7,False,82500,91,192,1.173,1.0,13,1416.01,23,112.64
2024-04-09 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1421,Home Essentials,Kitchen,218.2,13.01,0,True,82500,104,144,1.173,1.0,15,3109.28,30,228.07
2024-04-09 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0501,Fresh Produce,Vegetables,76.69,18.08,10,False,50000,75,333,1.173,1.0,27,1760.01,13,79.48
2024-04-09 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1975,Home Essentials,Cleaning,45.49,13.18,14,False,50000,90,229,1.173,1.0,14,617.74,9,43.67
2024-04-09 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1334,Personal Care,Cosmetics,244.03,17.23,9,False,82500,100,148,1.173,1.0,11,2469.61,7,243.74
2024-04-09 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0907,Fresh Produce,Fruits,77.18,17.49,13,False,40000,59,563,1.173,1.0,31,2392.69,19,76.18
2024-04-09 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0673,Personal Care,Hygiene,156.82,16.98,14,False,50000,82,59,1.173,1.0,6,865.63,11,157.03
2024-04-09 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1609,Fresh Produce,Dairy,78.62,17.5,11,True,50000,73,418,1.173,1.0,39,2943.48,20,79.95
2024-04-10 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P1044,Personal Care,Healthcare,287.82,24.49,11,False,40000,62,109,1.173,1.0,9,2227.74,22,298.66
2024-04-10 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1558,Fresh Produce,Dairy,55.03,15.54,1,False,82500,83,507,1.173,1.0,43,2319.08,15,55.11
2024-04-10 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0553,Groceries,Staples,196.17,14.96,5,False,50000,79,520,1.173,1.0,26,4386.44,25,193.84
2024-04-10 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0391,Fresh Produce,Dairy,79.43,15.72,7,False,90000,75,453,1.173,1.0,39,2880.89,20,79.92
2024-04-11 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1989,Fresh Produce,Dairy,31.45,17.22,2,False,50000,85,411,1.173,1.0,24,641.49,26,32.98
2024-04-11 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1236,Groceries,Snacks,118.08,13.27,9,True,82500,72,421,1.173,1.0,26,2824.45,19,112.39
2024-04-11 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0390,Fresh Produce,Fruits,145.37,13.14,13,True,90000,85,257,1.173,1.0,33,4653.32,27,145.04
2024-04-12 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0834,Home Essentials,Storage,152.46,15.62,1,True,40000,56,167,1.173,1.0,16,2366.1,12,145.75
2024-04-12 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0927,Home Essentials,Cleaning,98.08,17.96,4,False,40000,66,109,1.173,1.0,7,617.9,19,101.22
2024-04-12 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0831,Groceries,Beverages,151.45,13.88,15,False,40000,48,303,1.173,1.0,19,2503.46,10,146.24
2024-04-12 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0851,Fresh Produce,Fruits,59.6,16.8,10,True,40000,49,129,1.173,1.0,16,810.52,25,57.32
2024-04-12 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1737,Home Essentials,Storage,45.88,15.22,0,False,50000,71,248,1.173,1.0,21,828.55,20,44.99
2024-04-12 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0983,Fresh Produce,Dairy,44.04,12.52,5,False,40000,60,391,1.173,1.0,28,1072.79,21,45.37
2024-04-13 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1998,Personal Care,Healthcare,287.87,21.96,13,False,50000,88,176,1.173,1.0,13,3704.83,22,288.4
2024-04-13 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1598,Personal Care,Healthcare,172.57,17.17,14,False,82500,104,97,1.173,1.0,6,1025.08,24,165.57
2024-04-13 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0448,Groceries,Beverages,39.3,12.35,14,False,50000,64,370,1.173,1.0,22,855.88,9,40.22
2024-04-13 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0461,Fresh Produce,Dairy,133.66,18.7,6,True,50000,84,424,1.173,1.0,40,5346.21,7,133.42
2024-04-14 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P1069,Personal Care,Healthcare,97.13,23.97,13,False,40000,47,162,1.173,1.0,13,1085.94,18,93.77
2024-04-14 14:46:56.223769,STORE004,Nagpur South,True,high,Medium,1100,P1401,Fresh Produce,Vegetables,45.98,15.37,4,False,82500,103,416,1.173,1.0,39,1542.33,13,45.39
2024-04-14 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0021,Personal Care,Healthcare,287.27,21.43,13,False,90000,99,169,1.173,1.0,12,3343.85,21,292.25
2024-04-14 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0542,Fresh Produce,Dairy,49.88,16.81,11,False,50000,88,367,1.173,1.0,25,1109.85,12,48.71
2024-04-14 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0726,Groceries,Staples,156.66,13.19,10,False,50000,85,247,1.173,1.0,17,2610.02,14,156.73
2024-04-14 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0408,Groceries,Snacks,75.1,13.11,4,False,50000,71,444,1.173,1.0,32,2090.79,26,73.36
2024-04-14 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0544,Home Essentials,Kitchen,235.23,14.96,2,False,50000,71,313,1.173,1.0,22,4502.4,21,240.79
2024-04-15 14:46:56.223769,STORE002,Nagpur West,True,medium,Medium,1000,P0740,Fresh Produce,Vegetables,86.09,13.26,15,False,50000,78,474,1.173,1.0,27,2068.75,13,82.38
2024-04-15 14:46:56.223769,STORE003,Nagpur North,False,medium,Small,800,P0876,Personal Care,Hygiene,89.38,19.6,5,False,40000,61,148,1.173,1.0,11,963.56,30,88.46
2024-04-15 14:46:56.223769,STORE001,Nagpur East,True,high,Large,1200,P0346,Groceries,Staples,63.14,8.83,14,False,90000,76,380,1.173,1.0,29,1629.71,14,62.53
2024-04-15 14:46:56.223769,STORE005,Nagpur Central,True,medium,Medium,1000,P1739,Home Essentials,Kitchen,89.51,10.73,11,False,50000,88,181,1.173,1.0,13,1070.55,20,93.87
